Index       TIME          V(VCO_OUT_P)      V(VCO_OUT_N)         I(VDD)      
357      7.37952479e-11    9.86846021e-01    8.65479183e-01   -1.31786088e-02
358      7.40220044e-11    9.86449538e-01    8.96860723e-01   -1.41677545e-02
359      7.42487608e-11    9.88756481e-01    9.30700608e-01   -1.50945124e-02
360      7.44755173e-11    9.93526992e-01    9.66874901e-01   -1.59496269e-02
361      7.47022738e-11    1.00043273e+00    1.00529844e+00   -1.67245642e-02
362      7.49290302e-11    1.00898164e+00    1.04600374e+00   -1.74116024e-02
363      7.51557867e-11    1.01828997e+00    1.08936565e+00   -1.80039191e-02
364      7.52340476e-11    1.02133591e+00    1.10535420e+00   -1.81792427e-02
365      7.52690324e-11    1.02261175e+00    1.11265121e+00   -1.82551588e-02
366      7.53040172e-11    1.02379992e+00    1.12007395e+00   -1.83298403e-02
367      7.53390020e-11    1.02469736e+00    1.12786855e+00   -1.84020410e-02
368      7.53692890e-11    1.02510786e+00    1.13503278e+00   -1.84625273e-02
369      7.53995760e-11    1.02515895e+00    1.14255918e+00   -1.85211328e-02
370      7.54298630e-11    1.02490847e+00    1.15036631e+00   -1.85778598e-02
371      7.54601501e-11    1.02442520e+00    1.15839044e+00   -1.86327128e-02
372      7.54904371e-11    1.02376730e+00    1.16658566e+00   -1.86856942e-02
373      7.55510111e-11    1.02210046e+00    1.18336485e+00   -1.87860340e-02
374      7.56115852e-11    1.02010062e+00    1.20057423e+00   -1.88788463e-02
375      7.56721592e-11    1.01785617e+00    1.21816355e+00   -1.89640734e-02
376      7.57327333e-11    1.01537976e+00    1.23613149e+00   -1.90416451e-02
377      7.58538814e-11    1.00964591e+00    1.27325866e+00   -1.91735100e-02
378      7.59750295e-11    1.00273749e+00    1.31203812e+00   -1.92739635e-02
379      7.60961776e-11    9.94507317e-01    1.35251913e+00   -1.93425800e-02
380      7.62173256e-11    9.84869828e-01    1.39468886e+00   -1.93790311e-02
381      7.63384737e-11    9.73804051e-01    1.43846131e+00   -1.93830905e-02
382      7.64596218e-11    9.61392384e-01    1.48363315e+00   -1.93546451e-02
383      7.65807699e-11    9.48282635e-01    1.52944820e+00   -1.92936955e-02
384      7.66896847e-11    9.36794545e-01    1.57016607e+00   -1.92112544e-02
385      7.67985994e-11    9.26141211e-01    1.60973119e+00   -1.91028606e-02
386      7.69075142e-11    9.16518967e-01    1.64787858e+00   -1.89688285e-02
387      7.71253436e-11    9.00707532e-01    1.71940585e+00   -1.86255588e-02
388      7.73431731e-11    8.89574132e-01    1.78418233e+00   -1.81846595e-02
389      7.75610026e-11    8.83205333e-01    1.84168786e+00   -1.76502187e-02
390      7.77788321e-11    8.81672022e-01    1.89136807e+00   -1.70271431e-02
391      7.79966616e-11    8.84732520e-01    1.93296881e+00   -1.63212136e-02
392      7.82144911e-11    8.91724862e-01    1.96668470e+00   -1.55390710e-02
393      7.84323206e-11    9.01784497e-01    1.99301945e+00   -1.46880956e-02
394      7.86501501e-11    9.14025643e-01    2.01260735e+00   -1.37762141e-02
395      7.88679796e-11    9.27588054e-01    2.02609088e+00   -1.28117723e-02
396      7.90858091e-11    9.41665940e-01    2.03405230e+00   -1.18035099e-02
397      7.93036386e-11    9.55548509e-01    2.03699376e+00   -1.07605526e-02
398      7.95214681e-11    9.68638601e-01    2.03533898e+00   -9.69236688e-03
399      7.97392975e-11    9.80453028e-01    2.02944593e+00   -8.60868611e-03
400      7.99571270e-11    9.90613511e-01    2.01961958e+00   -7.51942076e-03
401      8.01749565e-11    9.98836348e-01    2.00612503e+00   -6.43456341e-03
402      8.03927860e-11    1.00492151e+00    1.98919798e+00   -5.36409138e-03
403      8.06106155e-11    1.00874338e+00    1.96905426e+00   -4.31786960e-03
404      8.08284450e-11    1.01024203e+00    1.94589686e+00   -3.30555477e-03
405      8.10462745e-11    1.00941611e+00    1.91992188e+00   -2.33650200e-03
406      8.12641040e-11    1.00631626e+00    1.89132264e+00   -1.41967474e-03
407      8.14819335e-11    1.00103990e+00    1.86029276e+00   -5.63558804e-04
408      8.16997630e-11    9.93726126e-01    1.82702784e+00    2.23918576e-04
409      8.19175925e-11    9.84551784e-01    1.79172648e+00    9.35464177e-04
410      8.23532514e-11    9.61623389e-01    1.71593513e+00    2.10288167e-03
411      8.27889104e-11    9.34165865e-01    1.63446788e+00    2.89955243e-03
412      8.32245694e-11    9.04499162e-01    1.54901798e+00    3.29620008e-03
413      8.36602284e-11    8.75029938e-01    1.46142101e+00    3.27828824e-03
414      8.40958874e-11    8.47975630e-01    1.37378098e+00    2.84657082e-03
415      8.45315464e-11    8.25227239e-01    1.28844881e+00    2.01709158e-03
416      8.49672053e-11    8.08397380e-01    1.20780390e+00    8.20595828e-04
417      8.54028643e-11    7.98888268e-01    1.13402786e+00   -6.98644532e-04
418      8.58385233e-11    7.97891847e-01    1.06897604e+00   -2.48451780e-03
419      8.62741823e-11    8.06356849e-01    1.01410499e+00   -4.47117681e-03
420      8.66662754e-11    8.22628517e-01    9.74257529e-01   -6.37162646e-03
421      8.70583684e-11    8.47435725e-01    9.43857664e-01   -8.31894803e-03
422      8.74504615e-11    8.80950539e-01    9.22885173e-01   -1.02551019e-02
423      8.78033453e-11    9.18717876e-01    9.11614529e-01   -1.19411804e-02
424      8.81562291e-11    9.64353040e-01    9.06197435e-01   -1.35307730e-02
425      8.82670366e-11    9.81068647e-01    9.05413236e-01   -1.39971802e-02
426      8.83262566e-11    9.90396096e-01    9.04942303e-01   -1.42421479e-02
427      8.83854766e-11    1.00003872e+00    9.04335454e-01   -1.44849225e-02
428      8.83933107e-11    1.00137370e+00    9.04226046e-01   -1.45166700e-02
429      8.84011449e-11    1.00271935e+00    9.04109607e-01   -1.45483781e-02
430      8.84168131e-11    1.00548590e+00    9.03824307e-01   -1.46115559e-02
431      8.84324814e-11    1.00836744e+00    9.03453038e-01   -1.46744132e-02
432      8.84638179e-11    1.01447459e+00    9.02423023e-01   -1.47991534e-02
433      8.84920208e-11    1.02031221e+00    9.01190283e-01   -1.49103005e-02
434      8.85202237e-11    1.02640412e+00    8.99721936e-01   -1.50203809e-02
435      8.85484266e-11    1.03270051e+00    8.98074122e-01   -1.51293896e-02
436      8.85766294e-11    1.03916465e+00    8.96294094e-01   -1.52373195e-02
437      8.86330352e-11    1.05249340e+00    8.92482053e-01   -1.54498966e-02
438      8.86894409e-11    1.06628047e+00    8.88452288e-01   -1.56580180e-02
439      8.87458467e-11    1.08048016e+00    8.84288044e-01   -1.58615640e-02
440      8.88586582e-11    1.11012373e+00    8.75594975e-01   -1.62543298e-02
441      8.89714697e-11    1.14149139e+00    8.66333710e-01   -1.66271886e-02
442      8.90842812e-11    1.17466277e+00    8.56370202e-01   -1.69790966e-02
443      8.91970927e-11    1.20967975e+00    8.45598402e-01   -1.73090652e-02
444      8.93099043e-11    1.24653094e+00    8.33964808e-01   -1.76161650e-02
445      8.94227158e-11    1.28514823e+00    8.21463122e-01   -1.78995313e-02
446      8.95355273e-11    1.32537818e+00    8.08159675e-01   -1.81583739e-02
447      8.96483388e-11    1.36665826e+00    7.94538176e-01   -1.83919796e-02
448      8.97498692e-11    1.40387061e+00    7.82756118e-01   -1.85801340e-02
449      8.98513995e-11    1.44048118e+00    7.71955479e-01   -1.87469670e-02
450      8.99529299e-11    1.47622508e+00    7.62329955e-01   -1.88921921e-02
451      9.00544602e-11    1.51097234e+00    7.53984999e-01   -1.90155630e-02
452      9.02575210e-11    1.57716029e+00    7.41282402e-01   -1.91958210e-02
453      9.04605817e-11    1.63864879e+00    7.33929008e-01   -1.92865155e-02
454      9.06636424e-11    1.69498363e+00    7.31981020e-01   -1.92868963e-02
455      9.08667031e-11    1.74568658e+00    7.35466792e-01   -1.91969187e-02
456      9.10697638e-11    1.79052356e+00    7.44135474e-01   -1.90173162e-02
457      9.12728246e-11    1.82959995e+00    7.57397744e-01   -1.87496283e-02
458      9.14758853e-11    1.86325526e+00    7.74499821e-01   -1.83961422e-02
459      9.16789460e-11    1.89193765e+00    7.94663221e-01   -1.79597648e-02
460      9.18820067e-11    1.91610640e+00    8.17112416e-01   -1.74439409e-02
461      9.20850674e-11    1.93617446e+00    8.41092543e-01   -1.68526631e-02
462      9.22881282e-11    1.95248702e+00    8.65904692e-01   -1.61905032e-02
463      9.24911889e-11    1.96532054e+00    8.90927631e-01   -1.54626138e-02
464      9.26942496e-11    1.97489100e+00    9.15623079e-01   -1.46747030e-02
465      9.28973103e-11    1.98136413e+00    9.39531798e-01   -1.38329914e-02
466      9.31003710e-11    1.98486586e+00    9.62267375e-01   -1.29441603e-02
467      9.33034318e-11    1.98549161e+00    9.83509119e-01   -1.20152957e-02
468      9.35064925e-11    1.98331469e+00    1.00299584e+00   -1.10538271e-02
469      9.37095532e-11    1.97839328e+00    1.02052001e+00   -1.00674648e-02
470      9.39126139e-11    1.97077644e+00    1.03592295e+00   -9.06413457e-03
471      9.41156746e-11    1.96050888e+00    1.04909057e+00   -8.05191115e-03
472      9.43187354e-11    1.94763498e+00    1.05994993e+00   -7.03895076e-03
473      9.45217961e-11    1.93220175e+00    1.06846617e+00   -6.03342334e-03
474      9.47248568e-11    1.91426114e+00    1.07464008e+00   -5.04344479e-03
475      9.49279175e-11    1.89387158e+00    1.07850591e+00   -4.07701000e-03
476      9.51309783e-11    1.87109910e+00    1.08012951e+00   -3.14192695e-03
477      9.53340390e-11    1.84601790e+00    1.07960649e+00   -2.24575257e-03
478      9.55370997e-11    1.81871086e+00    1.07706030e+00   -1.39573078e-03
479      9.57401604e-11    1.78927009e+00    1.07263981e+00   -5.98733218e-04
480      9.59432211e-11    1.75779806e+00    1.06651624e+00    1.38796804e-04
481      9.63493426e-11    1.68931504e+00    1.05003327e+00    1.40986139e-03
482      9.67554640e-11    1.61435781e+00    1.02912312e+00    2.37994111e-03
483      9.71615855e-11    1.53442991e+00    1.00537687e+00    3.01789749e-03
484      9.75677069e-11    1.45138797e+00    9.80291205e-01    3.30332423e-03
485      9.83799498e-11    1.28515055e+00    9.32548926e-01    2.80192620e-03
486      9.91109684e-11    1.14474910e+00    8.99063023e-01    1.18862686e-03
487      9.92241779e-11    1.12467518e+00    8.95364371e-01    8.36043599e-04
488      9.93373875e-11    1.10486371e+00    8.91895421e-01    4.72658833e-04
489      9.95638066e-11    1.06690931e+00    8.86413716e-01   -3.16020117e-04
490      9.97902258e-11    1.03134612e+00    8.83023891e-01   -1.18115182e-03
491      1.00016645e-10    9.98368301e-01    8.81917124e-01   -2.11405857e-03
492      1.00243064e-10    9.68134311e-01    8.83273712e-01   -3.10539073e-03
493      1.00469483e-10    9.40756105e-01    8.87266868e-01   -4.14521969e-03
494      1.00695902e-10    9.16282180e-01    8.94076983e-01   -5.22313982e-03
495      1.00922321e-10    8.94659776e-01    9.03927121e-01   -6.32837509e-03
496      1.01148741e-10    8.75645171e-01    9.17169968e-01   -7.44989028e-03
497      1.01375160e-10    8.58507404e-01    9.34571977e-01   -8.57651616e-03
498      1.01442441e-10    8.53535255e-01    9.41044028e-01   -8.91039606e-03
499      1.01468722e-10    8.51544192e-01    9.43705154e-01   -9.04067275e-03
500      1.01495004e-10    8.49496303e-01    9.46471001e-01   -9.17087210e-03
501      1.01521285e-10    8.47277995e-01    9.49504710e-01   -9.30090629e-03
502      1.01547567e-10    8.44813075e-01    9.52868399e-01   -9.43075585e-03
503      1.01573848e-10    8.42095544e-01    9.56536710e-01   -9.56040619e-03
504      1.01600130e-10    8.39162286e-01    9.60454909e-01   -9.68984803e-03
505      1.01626411e-10    8.36059749e-01    9.64577826e-01   -9.81907387e-03
506      1.01652693e-10    8.32830118e-01    9.68871200e-01   -9.94807523e-03
507      1.01705256e-10    8.26128343e-01    9.77868276e-01   -1.02053543e-02
508      1.01757819e-10    8.19227775e-01    9.87329943e-01   -1.04615873e-02
509      1.01810382e-10    8.12228073e-01    9.97198614e-01   -1.07166505e-02
510      1.01915508e-10    7.98037983e-01    1.01813110e+00   -1.12226358e-02
511      1.02020634e-10    7.83568276e-01    1.04070758e+00   -1.17222235e-02
512      1.02125760e-10    7.68728872e-01    1.06500957e+00   -1.22142415e-02
513      1.02230886e-10    7.53432579e-01    1.09109854e+00   -1.26975327e-02
514      1.02336012e-10    7.37626142e-01    1.11900148e+00   -1.31709622e-02
515      1.02441138e-10    7.21294449e-01    1.14870349e+00   -1.36334194e-02
516      1.02546264e-10    7.04453583e-01    1.18014685e+00   -1.40838247e-02
517      1.02651390e-10    6.87199485e-01    1.21318598e+00   -1.45211377e-02
518      1.02756516e-10    6.70028777e-01    1.24728365e+00   -1.49443570e-02
519      1.02851129e-10    6.55291105e-01    1.27816545e+00   -1.53124307e-02
520      1.02945743e-10    6.41638738e-01    1.30872856e+00   -1.56676870e-02
521      1.03040356e-10    6.29234751e-01    1.33877005e+00   -1.60095469e-02
522      1.03134970e-10    6.18173396e-01    1.36818583e+00   -1.63374506e-02
523      1.03324196e-10    6.00239252e-01    1.42489478e+00   -1.69489532e-02
524      1.03513423e-10    5.87949538e-01    1.47856670e+00   -1.74982923e-02
525      1.03702650e-10    5.81370991e-01    1.52888539e+00   -1.79816175e-02
526      1.03891877e-10    5.80581320e-01    1.57546789e+00   -1.83955080e-02
527      1.04081104e-10    5.85492969e-01    1.61805299e+00   -1.87370507e-02
528      1.04270330e-10    5.95732617e-01    1.65663381e+00   -1.90038974e-02
529      1.04459557e-10    6.10723673e-01    1.69141319e+00   -1.91942849e-02
530      1.04648784e-10    6.29828423e-01    1.72271362e+00   -1.93069843e-02
531      1.04838011e-10    6.52406066e-01    1.75089858e+00   -1.93412261e-02
532      1.05027238e-10    6.77813765e-01    1.77631327e+00   -1.92966867e-02
533      1.05216464e-10    7.05422938e-01    1.79925299e+00   -1.91735318e-02
534      1.05594918e-10    7.64711454e-01    1.83864242e+00   -1.86957655e-02
535      1.05973372e-10    8.26522354e-01    1.87016283e+00   -1.79201852e-02
536      1.06351825e-10    8.87595452e-01    1.89436840e+00   -1.68675737e-02
537      1.06730279e-10    9.45398653e-01    1.91132476e+00   -1.55667367e-02
538      1.07108733e-10    9.98005219e-01    1.92080673e+00   -1.40536429e-02
539      1.07487186e-10    1.04399985e+00    1.92244895e+00   -1.23703607e-02
540      1.07865640e-10    1.08241475e+00    1.91585457e+00   -1.05638369e-02
541      1.08244093e-10    1.11268984e+00    1.90067085e+00   -8.68455099e-03
542      1.08622547e-10    1.13464669e+00    1.87663843e+00   -6.78507704e-03
543      1.09001001e-10    1.14846394e+00    1.84362792e+00   -4.91859189e-03
544      1.09379454e-10    1.15463095e+00    1.80168426e+00   -3.13736724e-03
545      1.09757908e-10    1.15385597e+00    1.75110447e+00   -1.49128686e-03
546      1.10136362e-10    1.14694355e+00    1.69253383e+00   -2.64265462e-05
547      1.10514815e-10    1.13472259e+00    1.62699743e+00    1.21626224e-03
548      1.10893269e-10    1.11806935e+00    1.55581770e+00    2.20211390e-03
549      1.11271722e-10    1.09796082e+00    1.48049072e+00    2.90370890e-03
550      1.11650176e-10    1.07549305e+00    1.40259642e+00    3.30161411e-03
551      1.12407083e-10    1.02897209e+00    1.24627467e+00    3.15685941e-03
552      1.13163991e-10    9.88027124e-01    1.09821401e+00    1.79656029e-03
553      1.13272174e-10    9.83299390e-01    1.07848137e+00    1.49664315e-03
554      1.13380358e-10    9.78760306e-01    1.05896284e+00    1.18605943e-03
555      1.13596726e-10    9.70909538e-01    1.02127443e+00    5.03176771e-04
556      1.13813094e-10    9.64901643e-01    9.85482768e-01   -2.57153830e-04
557      1.14029462e-10    9.61053637e-01    9.51647997e-01   -1.08796568e-03
558      1.14245830e-10    9.59801226e-01    9.19671285e-01   -1.98165891e-03
559      1.14462198e-10    9.61925827e-01    8.89055956e-01   -2.93008245e-03
560      1.14532341e-10    9.63840647e-01    8.79219319e-01   -3.25029034e-03
561      1.14561502e-10    9.64781186e-01    8.75080461e-01   -3.38417737e-03
562      1.14590663e-10    9.65834390e-01    8.70882422e-01   -3.51844025e-03
563      1.14619824e-10    9.67190629e-01    8.66492266e-01   -3.65344157e-03
564      1.14646069e-10    9.68749525e-01    8.62287655e-01   -3.77555366e-03
565      1.14672314e-10    9.70614231e-01    8.57827300e-01   -3.89822952e-03
566      1.14698559e-10    9.72730582e-01    8.53146253e-01   -4.02146044e-03
567      1.14724804e-10    9.75052842e-01    8.48290902e-01   -4.14523967e-03
568      1.14751049e-10    9.77546338e-01    8.43304075e-01   -4.26955956e-03
569      1.14803538e-10    9.82944621e-01    8.33078149e-01   -4.51977424e-03
570      1.14856028e-10    9.88807389e-01    8.22644914e-01   -4.77201066e-03
571      1.14908518e-10    9.95076114e-01    8.12109347e-01   -5.02614819e-03
572      1.15013498e-10    1.00880875e+00    7.90854263e-01   -5.53949553e-03
573      1.15118478e-10    1.02419427e+00    7.69344166e-01   -6.05871442e-03
574      1.15223457e-10    1.04132848e+00    7.47506025e-01   -6.58259223e-03
575      1.15328437e-10    1.06028883e+00    7.25267333e-01   -7.10990437e-03
